id,x,y
0,104.43136803008446,836.947595180431
1,281.73707047054285,515.0664277481359
2,132.08124742961834,206.85681003434985
3,497.6403595037674,186.41166637825813
4,825.9853681742145,728.6927769537347
5,899.2552318668337,840.7196555252744
6,97.47893393064922,995.8349657882189
7,974.5117097524707,729.0532591088139
8,100.75951027162111,78.71044015524387
9,45.81609852891633,201.91480380157302
10,948.002544552474,593.5383845889041
11,941.1031324128696,651.8591614547495
12,363.18710175552746,797.1204307220407
13,329.53383147826844,963.9578145077185
14,111.5604065200052,525.4671531340784
15,817.8320522271771,888.643873499569
16,789.3521529851325,940.7652685008517
17,915.7253967190732,299.10754597447556
18,780.1363948262893,371.3919381537544
19,520.6274254526417,242.24016878013367
20,674.1424634517907,767.7374597351763
21,398.4159128198772,53.595635200810676
22,351.2539786989249,345.5164188945685
23,495.28243717409623,70.23795040385662
24,523.9937580630025,287.96345939826074
25,228.7139281684082,764.3475755893501
26,869.4735797235923,655.4047332275394
27,978.9706125780318,376.29003844895857
28,134.71160436147323,473.2233518973786
29,521.0929616518664,515.0807512553181
30,11.69702172547693,871.7642321266067
31,996.0013233692545,200.71322393219316
32,475.1036547338701,550.3283522421445
33,463.1863998913021,661.1888657221416
34,783.7423097400881,875.8813908446772
35,656.3353341441234,301.60932020799015
36,256.7195456549154,873.7747423287861
37,61.6880632491269,358.7799394446991
38,711.2975836001511,377.4602326907349
39,671.0276018977468,834.9821359775216
40,845.2193505575109,64.15303671637973
41,774.8160306937842,418.4759299223383
42,94.37009478810177,9.785432054038035
43,971.5990013088845,10.512461358410663
44,274.8566519004938,955.2130741755294
45,520.9915877765181,402.99817223124546
46,328.41522939100497,67.93768432806513
47,123.40350017873413,433.60054694385707
48,515.1176900378429,982.3554305427489
49,623.9953822627239,425.6102403736738
50,539.0586891845886,388.43794966415055
51,205.93197837588795,733.7880201807777
52,806.8005276227123,459.1067720749714
53,424.9487643495591,654.695366373565
54,324.3302060232161,704.5079276315523
55,138.8866487040096,493.07653279133257
56,564.4821539888942,849.1004663151891
57,39.198267607970294,0.7058280845724241
58,911.781405723542,153.00308496065307
59,271.0037812684244,720.1064866523751
60,904.1846919290571,730.986548580413
61,259.1019713460886,520.0855492564057
62,217.37212926228378,418.53115231757585
63,959.193843402981,140.94532644540593
64,431.1277608334343,225.35474823586821
65,812.1560535975697,646.3556304535736
66,402.2157747737091,549.7984944161522
67,536.056249537477,404.8348891183502
68,697.803638459223,841.1713708118917
69,287.74707219814957,13.041835887341202
70,930.2549813936957,816.0719619020728
71,467.3124643016068,328.476912664609
72,565.1150277423503,572.3516449988532
73,371.16693547279766,861.8130737513586
74,45.23682470080048,302.4738728011358
75,632.4015329097724,432.44259939010345
76,298.408582655153,598.4892611961037
77,290.0789161349031,294.104641633405
78,162.59813691616498,742.8758530207915
79,143.52077120131068,0.21599212012601843
80,381.34760869978754,300.0056212846357
81,301.75217709624,732.8241151739759
82,840.862140447922,764.1622126840508
83,67.70309169066924,630.8883630734583
84,609.9321910854139,428.87025708078465
85,105.0051014953809,900.248718789813
86,50.04171602707963,735.5732857851948
87,73.6166433066876,794.7057648805479
88,934.2031299914812,509.65870602590167
89,5.76989283331486,321.2544173948313
90,895.2931169949726,200.92762857001867
91,663.0254620121606,368.3208188347087
92,56.06057699845868,692.7009759860496
93,662.793652921923,338.36745368511544
94,572.7602885392233,735.4253662305063
95,856.6105314707974,885.5273074242837
96,833.028134173293,644.4046839775142
97,237.5037214906559,948.2670583595724
98,420.6627774757126,222.716161153933
99,896.2746597867798,214.2151485156043
100,236.95159299393342,348.2881674139537
101,951.6314077991917,200.3953775427991
102,205.33048406307685,377.1137471817426
103,998.5798186209831,889.9151459097942
104,326.1997685239454,430.59626905073435
105,717.5352144560272,822.178504183223
106,286.00104995803156,489.0979253049617
107,373.8456154854654,840.3164773800917
108,80.94828110604091,734.9578368333255
109,325.99010693748875,152.23542306279003
110,135.70418496137358,223.52544900448424
111,784.6725056901959,575.7949896240875
112,517.472971119217,419.023041130145
113,955.2159452252932,102.25666164552194
114,161.99624111946653,332.68905222173197
115,587.9759107895245,178.28587575065558
116,184.97027756412598,621.0764580457814
117,734.4371813842392,549.7304843712243
118,47.06878287748284,26.235088907715753
119,928.9802273878505,383.3660371585502
