id,x,y
0,135.76238602765855,241.84664800132717
1,277.1939574729355,605.657942821512
2,617.8480771854603,964.1924183630413
3,649.3143531542688,864.0148656498546
4,892.6100197118301,283.85566144369403
5,337.5648383230857,170.29302088821296
6,64.14059618434031,284.8039623825305
7,3.596839100451721,863.2818019686902
8,83.16759537959295,26.443627908605215
9,109.37813323765899,313.2537078123958
10,901.2767964560448,916.5437237841065
11,351.007096212772,250.5660932749769
12,961.3407880685486,473.239417674154
13,68.34045417293022,582.9860385353484
14,160.18587085068282,41.44151541526675
15,525.0182721551873,637.4946182867905
16,923.2960083102369,239.26368380094098
17,462.57065034570286,847.0715135799137
18,471.57826206948414,282.3099516557486
19,344.94418733210466,660.0346726783504
20,445.1068482357743,778.3420757045527
21,608.7464526070117,536.7050338237065
22,813.9760287836724,877.1442650633438
23,778.8339317250427,471.88122994408855
24,570.3394513805137,533.5547203063528
25,959.9617251405639,868.1727707733634
26,827.1273281013354,96.39333974318842
27,233.44000528288043,781.03044271618
28,853.5066581094196,515.3016489697305
29,613.1978027154516,73.70606403364665
30,63.7212874676768,235.92583791245025
31,522.5729799802954,764.9619004478495
32,720.7374887259098,821.0630575672265
33,215.0912855450412,48.43059022016649
34,899.3414433007794,519.2039399917592
35,489.11744900182464,74.60960342058665
36,778.4046036670177,142.4643439145249
37,781.2880712188053,256.20519531009944
38,393.0293248928605,984.1402889689825
39,604.2789302700019,715.7192274560449
40,221.24766016834775,23.251609783536466
41,544.1781906358837,91.33360202136554
42,85.54739341816575,985.0215572157183
43,7.192356496047991,338.7590665979013
44,630.4116463870472,581.7671119189829
45,775.7644062239231,992.4251318071264
46,157.139019552314,921.7640573183085
47,331.98208484995274,106.7747101611518
48,494.3700732300208,70.99749076208417
49,430.136326229464,70.56973284229362
50,139.631948408669,38.147886362436154
51,728.266370677587,740.9643259423991
52,572.696361087481,999.7533067158294
53,286.0230722729323,805.4007954539999
54,541.1989634731799,110.91787946863063
55,42.51960047550707,959.4844801082081
56,533.6598405075443,876.5489726080103
57,418.5952961621425,392.3234923616119
58,680.9545336742882,750.7991687604779
59,379.1227962562613,171.4079666672086
60,483.6375079845289,836.6530806245254
61,432.57861187890734,551.6099548986833
62,458.474399191935,5.609759401588699
63,722.4477984778683,367.22560295003603
64,964.2764594310221,846.5406125884036
65,633.2741141749195,448.51353749497866
66,218.78621326755987,19.158934812083416
67,261.5237045339625,181.5464239310075
68,847.4781653081485,241.22365115832213
69,461.8061922176888,927.263577177329
70,178.29654233812076,544.9248874360298
71,251.60758935560713,941.092731618784
72,83.34698812982411,265.1384811228552
73,850.059505793723,130.5057135279639
74,915.1409849122615,513.0097146144587
75,470.29239577061685,93.6722624518539
76,166.2649005611343,545.7531281161392
77,524.1759937311315,690.1211087599262
78,878.4724025745371,980.30193454071
79,210.67420693197448,214.00142309332648
80,583.9993113406405,92.80809108532095
81,314.5527516558556,55.06785529348923
82,284.48610777240515,68.21769963820078
83,810.1058603575,731.0427961133065
84,122.62352550401722,393.1277246972774
85,42.732027235962256,53.23639840162442
86,376.76804155472666,118.90859708632983
87,537.9440816120016,626.1834083907971
88,587.4924480147156,681.9801865893426
89,863.5066220974145,720.0382337838415
90,117.52581687442031,920.15754444861
91,84.5785925104573,94.19505644173675
92,957.914931299241,240.2056295764271
93,335.7387491719157,48.257461609773955
94,861.3416159819964,500.2418185167102
95,978.5968874939977,848.9249182095701
96,350.85707112206364,686.8564117976699
97,805.2392652978793,339.51663596559257
98,836.2148228604983,925.195202258634
99,767.3039418936905,242.29700365599538
100,690.7001996204747,361.7876223164007
101,228.78575341863373,391.34073642172984
102,647.4237451957644,445.7342547377701
103,502.1004904029485,230.85777753251136
104,335.3238063989873,993.6334985248176
105,339.53871933245085,717.4952700848279
106,391.67191922874434,187.76960215334338
107,9.495798387474718,633.34138917737
108,367.3540922769598,382.07042749013266
109,835.9396258810675,379.7613005035705
110,705.2439480830345,117.64130715069632
111,234.21498074198598,566.5912310470278
112,735.9708718957099,13.863423360732984
113,845.184543589626,364.60945168575876
114,776.0504803410408,387.73011017864667
115,666.1000806739471,863.9468263812623
116,569.7909369058337,612.6053496874073
117,854.1660058034894,420.98558369852634
118,786.3959953959676,848.2472779237669
119,284.1228985865867,465.2155953422085
120,892.378056718835,402.58745676532845
121,958.799212233905,365.4655038822754
122,319.069880664025,437.5881148512171
123,583.912419014461,463.0818559402821
124,790.893238837014,645.7025554361053
125,331.0068442830323,952.0948678111796
126,904.4011423487009,275.83461887373903
127,418.4695454434109,644.6086361597543
128,741.0167646467202,998.6623724429518
129,845.4931560892278,124.28089738076275
130,36.3203858468103,388.30886028188104
131,166.7917809864634,876.1248190740106
132,438.5872732236532,341.207422027904
133,179.9419231734941,944.1560515585136
134,391.5684870310543,953.1821538819765
135,741.2971443109925,401.4663738994262
136,867.7924344685767,489.1689400077339
137,308.12244595738605,368.3045911472452
138,789.7985019889703,851.3434753535648
139,966.9859960972068,665.4749534898287
140,46.78068283513825,852.2848037124535
141,925.3500384264772,868.3647108577482
142,309.1833064893964,962.5468674054028
143,125.11986401816289,381.68291971297174
144,261.89061962223957,564.5132560416207
145,5.0947634084839155,189.85767335322203
146,212.4521838806499,617.1178865209104
147,553.8452628253616,600.5522929788469
148,785.4620992509701,457.03863958156063
149,323.9173859515472,605.9453555903028
150,410.2447178841536,636.2090315742153
151,532.9320798305399,854.1655839722164
152,450.17226039309287,41.099165853989206
153,874.038208071554,748.7088122432643
154,485.33696950529384,209.2021096898914
155,139.65449231783677,438.65858751315415
156,453.1483007163045,726.560071528188
157,459.0144300161976,549.8693221604086
158,94.72487329887235,934.5759137006631
