id,x,y
0,609.0669267113273,4.23132790143721
1,489.4943766824447,652.1676679437555
2,36.654900323799254,226.94661599091813
3,540.7385056393578,281.7003841973643
4,914.6313285927644,698.4040601571885
5,79.04498932973935,209.72667346040907
6,331.82347700233805,300.4102789281112
7,369.81658244887484,756.3208082681863
8,746.4046685608213,840.876675100454
9,772.2581518237301,965.7287169937724
10,727.5674120407075,862.8257997837854
11,421.9821548014453,465.6827268363365
12,32.5958685412262,461.03217045754263
13,972.4355236212562,73.74403059006396
14,935.3729222600998,217.90514243807112
15,122.02626556319451,5.523786832016375
16,730.2603485937093,380.5837991317914
17,647.907081113615,230.31179433233618
18,261.48802503823197,807.7457168515731
19,179.17486452321396,226.17408263824535
20,159.27953668591,178.55325713898307
21,814.0522021657116,380.44529212745095
22,400.72635488244765,848.9814333701053
23,171.90317487235163,340.463582968054
24,52.39292487526426,224.82154025405265
25,416.6988631368409,526.9379644627959
26,126.55137888673673,748.3576878028072
27,690.2849046769826,285.04927528295156
28,765.0602817281623,378.4289334099251
29,458.80527650631797,904.6657607529596
30,68.70630542916345,135.49536353268454
31,537.1495403286759,45.91711333116355
32,997.191525795072,319.6918913099205
33,159.17763721397426,943.9773985816166
34,574.9224221299678,658.3523031500707
35,873.2346637952865,303.61905400326464
36,685.208168446155,774.3378966713271
37,692.4898938746031,167.497552333981
38,2.605393989637106,973.6905796223996
39,120.67464294643848,839.2548029525882
40,992.4728738120835,61.23340864395021
41,224.28107174182855,419.79877898307114
42,215.5692127121578,336.2343657821241
43,27.586481471021163,949.6264132429975
44,497.68723699237074,922.7145710360758
45,531.0466078192173,93.81686229084008
46,894.3178580889945,140.05294934144763
47,925.4633251397247,740.2918743931525
48,506.6064289290684,246.10376282376956
49,289.46604216209914,749.2789418258571
50,938.072486232427,434.57501565479885
51,57.045524665322425,324.70896725301077
52,849.8098858586582,616.5816632971375
53,985.7117869227084,244.08279829089363
54,170.7886815758777,263.3515558158047
55,827.2601068787156,85.31378580004068
56,569.0182499727665,864.6503859994369
57,102.64191868849647,728.8012994484898
58,145.54462155703263,859.3827237442866
59,813.8344926490815,454.3916311103846
60,458.9351669682702,681.0355304061599
61,778.4863329849499,369.56405126063754
62,820.0029771621229,550.4036135272113
63,563.0611402135319,503.3093679482443
64,848.6294012034075,567.9771617064932
65,986.4534298416257,326.7741685802511
66,663.6709766808085,891.6344245273608
67,473.614908665452,179.97536188423314
68,403.10294705841267,284.565737541582
69,491.29370718777807,899.6039813897279
70,833.9829680429547,548.2911087645263
71,832.6264551278111,927.9607126258335
72,364.44437831679187,3.215235010194939
73,341.15046285395977,379.6702746637095
74,42.64118940163464,574.7442296890715
75,494.5301682825777,850.227786284717
76,882.622450286426,146.83901207765913
77,730.9828062532582,951.8297335461468
78,456.37833907502454,35.43076522069266
79,999.0515304749053,17.04847291537326
80,369.2164807126066,594.3906961266354
81,582.8696961590119,183.00771579674046
82,527.3015167913697,649.9761281371467
83,185.1679788994669,986.3895494774537
84,534.0432438429997,374.68323756797406
85,633.3743733006221,652.3378583537185
86,67.62574339546057,890.0260141883258
87,794.8555496536491,790.5113040370367
88,422.38987684727545,792.717313798957
89,26.87846614908862,179.04987569958064
90,304.53053849069687,242.9316969089972
91,685.7575922081544,750.8825994932913
92,819.2476926141651,476.44683376464735
93,721.4360156451279,987.1410228588547
94,333.06539769229704,740.2688537558015
95,894.0393367500512,674.6890351210512
96,724.8674511021849,499.0085420368129
97,880.0493382952534,269.77345998958924
98,384.42089105227006,596.8080505173609
99,593.7076804339664,156.88130136104417
